Image_ID,Image_Number,Aspect_Ratio,Gender,Age,Smile,Pitch_Angle,Roll_Angle,Yaw_Angle,Blurness,Motionblur,Gaussianblur,Anger,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Facequality,Beauty,Mouthstatus,Skinstatus,Glass
1004816266,776,0.9529411764705882,Female,54,100.0,8.715744,7.0360327,0.59008133,0.374,0.374,0.374,0.001,0.508,0.004,99.482,0.002,0.001,0.001,92.331,56.663,open,stain,Normal
1004816266,777,0.9447852760736196,Female,54,100.0,8.520718,7.189749,0.85434055,0.386,0.386,0.386,0.0,0.018,0.001,99.978,0.001,0.002,0.0,92.252,56.861,open,stain,Normal
1004578777,778,0.9658703071672355,Female,36,0.141,0.5678167,-3.7351553,9.170914,0.094,0.094,0.094,0.07,0.205,0.007,91.391,7.247,0.007,1.074,84.578,67.101,close,health,Normal
1004578777,779,0.9484536082474226,Female,34,1.615,1.6190127,5.3777046,-1.1850207,0.324,0.324,0.324,0.001,0.001,0.001,0.577,0.096,0.001,99.324,94.138,63.506,close,health,Normal
1001379733,77,0.9710843373493976,Female,56,99.836,-1.0571305,11.845672,2.1338074,0.033,0.033,0.033,0.014,0.269,0.014,96.66,0.883,0.046,2.113,93.772,61.313,open,health,Normal
1004384423,780,1.0925925925925926,Male,54,4.304,-3.6834407,-1.6666708,-5.866641,1.232,1.232,1.232,0.622,0.47,0.44,29.448,68.944,0.038,0.038,89.143,43.937,open,acne,Normal
1004384423,781,1.1529411764705881,Male,45,2.833,24.366821,-14.011821,31.11527,0.051,0.051,0.051,0.063,0.892,1.321,0.026,96.185,1.488,0.026,0.006,60.696,open,dark_circle,Normal
1004384423,782,0.931740614334471,Male,49,1.568,4.1055465,-0.7149927,-2.869638,0.362,0.362,0.362,0.131,0.004,0.041,0.807,99.004,0.004,0.009,92.466,46.298,close,stain,Normal
1004384423,783,1.0615384615384615,Male,44,36.262,0.8940769,0.41762838,-3.8474157,0.529,0.529,0.529,3.834,0.087,2.772,5.622,87.236,0.087,0.362,92.421,44.188,close,health,Normal
1004433745,784,0.9632352941176471,Female,28,99.999,1.605605,-2.9720192,0.33907107,0.36,0.36,0.36,0.003,0.562,0.007,98.996,0.425,0.003,0.003,94.541,67.037,open,health,None
1004433745,785,1.0,Female,37,99.998,0.43820614,-3.6840925,0.5169958,0.371,0.371,0.371,0.003,0.816,0.001,98.94,0.238,0.001,0.001,94.645,66.433,open,health,None
271069391,786,0.9591836734693877,Female,28,0.007,-6.889698,-11.529826,7.213997,3.865,3.865,3.865,0.002,0.003,0.003,0.014,99.897,0.063,0.017,83.889,63.009,open,health,Normal
271069391,787,1.0227272727272727,Female,28,49.391,4.7289653,-4.389232,2.835802,0.361,0.361,0.361,0.004,0.006,0.243,98.847,0.893,0.004,0.004,92.303,75.916,close,health,Normal
1001632028,788,0.9574468085106383,Female,50,99.954,-22.929796,11.96162,-17.066074,85.324,85.324,85.324,0.444,3.904,0.33,92.714,1.564,0.997,0.046,0.006,41.132,open,stain,None
1001632028,789,1.0130208333333333,Female,33,5.003,1.110914,-0.4381375,2.047643,0.235,0.235,0.235,0.011,61.725,0.011,37.86,0.267,0.115,0.011,93.766,74.12,close,health,None
1001379733,78,0.9628099173553719,Female,39,100.0,4.475469,-9.223014,-5.238747,1.094,1.094,1.094,0.001,0.001,2.573,97.304,0.001,0.119,0.001,89.728,72.179,open,health,None
1001632028,790,1.0,Female,42,2.209,-0.87571305,5.8254724,-9.653804,0.362,0.362,0.362,0.007,3.693,0.007,85.509,10.082,0.673,0.029,83.069,65.69,open,health,None
1001632028,791,0.9919354838709677,Female,35,1.466,-1.718818,6.0096107,-9.03625,0.396,0.396,0.396,0.003,0.916,0.003,98.328,0.073,0.671,0.004,84.326,71.376,open,health,None
1002031689,792,1.0615942028985508,Female,38,100.0,6.821529,-5.0836477,-5.050835,0.361,0.361,0.361,0.0,0.007,0.0,99.992,0.0,0.0,0.001,89.193,78.249,open,health,None
1002031689,793,0.9680851063829787,Female,40,92.821,5.5050445,-9.944679,5.8438897,0.541,0.541,0.541,0.042,0.042,0.042,29.483,66.629,1.443,2.32,88.679,66.99,open,health,None
1002031689,794,1.0,Female,44,100.0,2.7407763,-7.7555056,0.5446222,0.407,0.407,0.407,0.006,0.001,0.001,99.693,0.297,0.001,0.001,94.222,69.138,open,health,None
1002031689,795,1.021505376344086,Female,47,99.956,-0.8796182,-0.43857616,4.460709,0.328,0.328,0.328,0.043,0.003,0.005,99.799,0.026,0.055,0.069,91.922,59.764,open,health,None
1000946231,797,1.0200445434298442,Female,29,99.996,5.4817896,-0.0033443347,-0.87656254,0.343,0.343,0.343,4.057,0.557,0.029,95.342,0.004,0.004,0.007,93.381,58.436,open,stain,Normal
1000946231,798,1.0196850393700787,Female,26,99.996,4.3749127,0.13101137,-1.8267998,0.361,0.361,0.361,0.305,0.104,0.003,99.585,0.001,0.002,0.001,93.128,60.783,open,stain,Normal
1000690022,799,0.9239864864864865,Female,51,99.976,9.755803,4.7518053,15.334057,0.22,0.22,0.22,0.0,0.0,0.0,99.893,0.0,0.106,0.001,47.144,70.429,close,health,None
1005866142,7,0.9416058394160584,Female,39,22.905,10.255276,2.7650933,-7.6831455,0.372,0.372,0.372,0.415,1.424,13.57,5.221,70.728,8.15,0.492,81.939,67.443,close,health,None
1000690022,800,0.8996865203761756,Female,47,99.99,11.110608,7.045205,16.351114,0.16,0.16,0.16,0.0,0.0,0.0,99.389,0.0,0.599,0.011,38.055,75.546,close,health,None
1000236609,802,0.9107142857142857,Female,44,99.993,-4.8541565,-13.083555,6.293326,0.477,0.477,0.477,0.001,0.021,0.001,99.946,0.024,0.007,0.001,88.331,55.414,open,stain,None
1000236609,802,0.9444444444444444,Female,58,13.684,-14.467307,-12.182775,19.279055,7.204,7.204,7.204,0.094,0.133,0.028,4.01,95.603,0.02,0.113,13.216,48.447,close,stain,Normal
1000236609,802,0.9622641509433962,Female,48,99.937,4.6863985,22.0922,-8.588221,35.287,35.287,35.287,0.512,0.015,0.085,99.252,0.015,0.015,0.106,39.56,62.208,open,stain,None
1000236609,803,0.990990990990991,Female,52,99.916,-1.6882144,-7.9192357,12.467918,0.21,0.21,0.21,0.003,0.171,0.003,89.704,0.003,9.659,0.456,72.407,51.884,open,health,None
1000236609,804,1.0192307692307692,Female,64,99.999,7.1227336,10.247433,-8.762363,0.353,0.353,0.353,1.814,7.357,2.921,85.777,0.089,0.159,1.884,81.981,56.021,open,health,Normal
1000236609,804,1.0869565217391304,Male,3,0.015,-4.211171,4.08954,4.4260297,0.418,0.418,0.418,0.126,1.487,0.374,0.112,73.419,2.225,22.256,91.002,57.757,open,health,None
1000236609,805,0.9935691318327974,Female,50,99.85,-0.32677332,-5.4177613,11.742868,0.076,0.076,0.076,0.0,0.0,0.0,99.953,0.0,0.04,0.007,76.397,53.683,open,health,None
1000236609,806,1.2347826086956522,Female,49,3.114,24.462885,-16.275656,11.671973,0.866,0.866,0.866,0.023,0.046,1.484,0.272,0.74,97.411,0.023,22.642,57.662,close,health,None
1000236609,807,1.0344827586206897,Female,56,1.641,3.976233,2.1822674,0.6136865,0.28,0.28,0.28,0.007,0.002,0.008,2.209,97.75,0.022,0.002,93.943,56.204,close,health,None
1000254521,808,0.9661016949152542,Female,48,14.721,5.0783424,4.400644,24.00032,0.652,0.652,0.652,0.528,2.314,2.886,9.812,72.903,1.804,9.753,2.874,54.859,open,health,None
1000254521,809,0.9919354838709677,Female,35,99.993,1.8993312,2.269156,-15.304531,0.906,0.906,0.906,0.0,0.0,0.0,99.983,0.0,0.017,0.0,54.707,54.501,other_occlusion,health,None
271588486,810,1.0218579234972678,Female,30,38.58,4.923554,-6.854612,12.589545,0.039,0.039,0.039,0.005,0.006,0.005,85.898,2.303,11.777,0.005,69.682,63.103,close,health,None
271588486,811,1.0277777777777777,Female,36,27.012,5.6721873,-6.85772,12.461263,0.149,0.149,0.149,0.006,0.006,0.006,95.572,2.361,2.043,0.006,69.594,63.084,close,health,None
42171848,812,1.0,Female,46,78.223,4.8007812,-3.0584154,3.1157691,0.177,0.177,0.177,0.0,0.0,0.0,99.919,0.08,0.0,0.0,92.107,73.535,open,stain,Normal
42171848,814,0.9782608695652174,Female,45,85.397,7.094298,12.913944,-9.602763,1.226,1.226,1.226,0.123,0.028,0.028,34.736,63.429,1.609,0.047,79.058,49.853,close,stain,Normal
1005423466,816,1.0222222222222221,Female,51,99.973,0.44010493,-9.3080225,14.634399,0.083,0.083,0.083,0.04,0.297,0.008,91.625,7.998,0.008,0.023,60.912,49.396,close,health,None
1005423466,817,1.0182648401826484,Female,51,99.976,0.47126853,-9.293367,14.712732,0.02,0.02,0.02,0.11,0.069,0.011,81.943,17.844,0.011,0.011,60.425,51.896,close,health,None
1000040166,818,0.9788732394366197,Male,35,28.236,4.744975,1.3973815,6.812466,0.361,0.361,0.361,0.0,0.0,0.0,0.006,99.96,0.015,0.018,87.588,76.226,close,stain,Normal
1000040166,819,0.9520958083832335,Male,23,4.123,1.281229,-5.0453563,-0.38886398,0.361,0.361,0.361,0.076,0.076,0.076,7.987,57.872,4.164,29.749,94.573,78.121,close,health,Normal
1000040166,820,0.9285714285714286,Male,22,0.309,1.5410861,-2.7531416,-3.5555718,0.337,0.337,0.337,0.052,0.052,8.689,1.744,74.981,13.99,0.492,92.582,68.953,close,health,Normal
1000040166,821,0.9508771929824561,Male,29,0.001,8.255772,0.23773456,-1.0210202,0.568,0.568,0.568,0.001,0.0,0.0,0.012,99.982,0.001,0.004,92.211,74.342,close,health,None
1005814750,822,1.0208333333333333,Male,20,5.037,18.875315,-3.8200648,57.51281,33.3,33.3,33.3,0.728,0.095,0.095,87.626,9.165,2.198,0.095,0.006,54.513,close,health,None
1005814750,822,0.9285714285714286,Male,72,69.596,8.080268,7.138822,-40.62848,93.261,93.261,93.261,0.065,0.022,0.022,99.821,0.01,0.025,0.035,0.006,60.062,open,health,None
1005814750,822,0.98,Female,45,100.0,16.923883,13.629717,-6.9268694,2.456,2.456,2.456,0.033,0.011,0.007,99.947,0.001,0.001,0.001,71.807,50.292,open,dark_circle,None
1005814750,822,0.9795918367346939,Female,29,99.995,18.841599,10.154459,2.6738908,1.396,1.396,1.396,0.011,11.183,0.001,88.803,0.001,0.001,0.001,77.188,50.894,open,health,None
1005814750,822,1.1904761904761905,Male,37,11.702,25.030018,-5.57428,16.933176,99.914,99.914,99.914,0.32,0.32,0.803,26.375,35.271,14.621,22.29,0.006,67.15,close,dark_circle,Dark
1005814750,823,0.6491228070175439,Female,37,11.67,-3.7724457,-2.7587283,-94.36782,85.878,85.878,85.878,1.896,1.966,0.185,1.663,88.16,5.501,0.63,0.006,67.425,other_occlusion,stain,None
1005814750,823,0.918918918918919,Male,11,0.368,-13.933751,30.97482,58.565804,69.701,69.701,69.701,0.024,13.421,0.024,0.573,84.924,0.448,0.585,0.006,55.519,close,health,None
1005814750,823,0.8378378378378378,Female,31,21.987,1.0564151,-4.770975,30.889816,98.863,98.863,98.863,3.275,0.082,0.082,7.052,69.392,20.036,0.082,0.006,48.281,other_occlusion,stain,None
1005814750,823,0.8378378378378378,Male,42,1.002,6.4812155,-19.341305,67.62738,97.747,97.747,97.747,0.123,0.698,0.738,0.477,0.538,97.302,0.124,0.006,48.871,close,dark_circle,None
1005814750,823,1.0333333333333334,Female,36,0.0,-2.08692,1.128131,14.773193,98.313,98.313,98.313,0.117,0.003,0.003,0.003,98.409,1.46,0.004,0.006,38.394,close,stain,None
1005814750,823,1.0416666666666667,Male,29,0.105,9.235259,-4.273714,27.721788,99.271,99.271,99.271,0.0,0.032,0.109,0.003,99.855,0.001,0.0,0.006,49.52,close,acne,None
1005814750,823,1.0,Male,32,0.224,4.329356,-0.5328677,-22.051863,99.729,99.729,99.729,0.966,0.009,0.014,0.022,98.926,0.014,0.05,0.006,43.658,close,dark_circle,None
1005814750,823,1.2105263157894737,Male,9,0.09,-4.056281,6.61927,9.682729,100.0,100.0,100.0,0.263,1.941,0.109,0.039,76.194,21.224,0.23,0.006,32.701,open,health,None
1005814750,823,1.0952380952380953,Female,62,5.149,-4.3487506,0.00621163,25.34543,99.996,99.996,99.996,0.653,1.291,0.038,0.828,94.71,2.443,0.038,0.006,42.046,close,health,None
1005814750,823,1.1764705882352942,Male,25,2.562,-7.141011,2.2370892,21.201368,99.993,99.993,99.993,0.419,2.086,3.442,6.348,42.189,45.275,0.24,0.006,49.327,close,health,None
1005814750,823,1.2,Female,49,6.324,-8.035057,8.002391,23.101824,100.0,100.0,100.0,69.48,0.377,0.377,5.722,12.211,10.353,1.48,0.006,50.546,open,health,None
1005814750,823,1.0,Male,25,1.17,2.463172,-3.0853844,26.075289,99.99,99.99,99.99,0.1,10.221,0.11,0.022,9.043,80.481,0.022,0.006,51.529,close,acne,None
1005814750,824,1.1553398058252426,Male,61,0.001,23.587225,9.99401,-21.042393,0.693,0.693,0.693,0.0,0.429,0.0,0.0,98.832,0.726,0.012,3.238,58.83,other_occlusion,stain,None
1005814750,826,1.1764705882352942,Female,60,99.69,-0.68304706,0.58502203,-0.15010706,99.998,99.998,99.998,0.001,0.242,0.001,99.202,0.549,0.005,0.001,0.006,36.536,close,stain,Normal
1005814750,826,1.096774193548387,Female,46,49.823,2.8459117,1.1573484,15.143214,99.945,99.945,99.945,0.011,0.508,0.011,3.93,0.051,95.444,0.044,0.006,29.981,close,acne,None
1005814750,826,1.1290322580645162,Male,29,43.292,3.6383157,4.094098,-7.0690823,99.64,99.64,99.64,0.072,2.471,0.024,13.763,83.605,0.024,0.039,0.006,53.746,close,health,None
1005814750,826,1.0333333333333334,Female,41,99.996,1.3029798,-7.509906,26.046934,97.513,97.513,97.513,0.005,0.021,0.001,99.965,0.004,0.002,0.001,0.006,44.271,open,health,None
1005814750,826,1.0689655172413792,Female,34,99.961,2.3669643,-1.389656,8.269469,99.998,99.998,99.998,0.002,97.828,0.112,0.363,0.002,1.692,0.002,0.006,43.674,open,acne,Normal
1005814750,826,1.1481481481481481,Female,64,99.951,-3.1722727,0.66592747,-6.94874,100.0,100.0,100.0,0.003,0.951,0.006,99.031,0.003,0.003,0.003,0.006,35.693,open,stain,Normal
1005814750,826,0.9333333333333333,Female,41,100.0,-2.231596,8.520938,11.488484,100.0,100.0,100.0,0.002,0.064,0.009,99.918,0.001,0.005,0.001,0.006,47.057,open,health,None
1005814750,826,1.0,Female,43,99.998,2.85116,1.926271,12.308085,100.0,100.0,100.0,0.0,0.0,0.0,99.998,0.001,0.001,0.0,0.006,46.765,open,health,None
1005814750,826,1.16,Female,41,94.034,8.710446,7.175376,-12.062389,100.0,100.0,100.0,0.053,0.019,0.03,97.088,0.101,2.691,0.019,0.006,44.502,close,acne,None
1005814750,826,1.0740740740740742,Female,30,97.437,20.284067,4.103375,15.923815,99.228,99.228,99.228,0.002,0.001,0.0,99.991,0.004,0.0,0.001,0.006,39.467,open,dark_circle,Normal
1005814750,826,1.0769230769230769,Female,64,99.999,-4.5748787,-12.123502,3.323196,100.0,100.0,100.0,0.015,0.006,0.003,99.902,0.003,0.015,0.056,0.006,33.162,open,acne,None
1005814750,826,1.0357142857142858,Female,60,99.997,0.22482677,1.213966,13.225536,99.963,99.963,99.963,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.006,45.105,open,stain,None
1005814750,826,1.0740740740740742,Female,52,99.946,3.0888577,1.9245406,21.546461,99.942,99.942,99.942,0.003,0.037,0.003,99.849,0.083,0.022,0.003,0.006,48.71,close,stain,None
1005814750,826,1.0357142857142858,Male,35,99.999,2.158425,-4.2531333,8.928591,99.959,99.959,99.959,0.0,0.001,0.002,99.996,0.0,0.0,0.0,0.006,48.461,open,health,None
1005814750,826,1.037037037037037,Female,49,100.0,0.6031475,-1.7420975,5.560561,99.999,99.999,99.999,0.0,0.0,0.0,99.999,0.0,0.001,0.0,0.006,39.441,open,dark_circle,None
1005814750,826,1.0,Male,41,100.0,2.3719394,3.2504292,10.640982,98.424,98.424,98.424,0.005,0.056,0.002,99.93,0.001,0.004,0.001,0.006,60.953,open,stain,None
1005814750,826,1.037037037037037,Female,60,99.987,-0.2663876,-0.45729476,5.0909133,99.984,99.984,99.984,0.002,0.002,0.005,99.966,0.002,0.013,0.012,0.006,36.201,open,stain,None
1005814750,826,1.0384615384615385,Female,45,96.05,2.7586176,3.8953745,-4.887122,99.981,99.981,99.981,0.0,0.0,0.0,99.933,0.049,0.003,0.014,0.006,43.828,close,health,None
1005814750,826,1.0,Female,58,91.438,-3.3813841,5.7811966,7.033891,99.997,99.997,99.997,0.003,0.037,0.003,96.627,3.239,0.003,0.087,0.006,41.517,close,stain,Normal
1005814750,826,1.125,Female,44,96.076,-4.0366564,-0.9850821,-3.269667,100.0,100.0,100.0,0.003,0.012,0.003,99.897,0.061,0.003,0.021,0.006,46.036,open,stain,None
1005814750,826,1.0,Female,57,29.276,-1.9696131,-2.8666158,20.756754,100.0,100.0,100.0,0.803,0.049,0.499,56.222,42.326,0.052,0.049,0.006,39.312,close,stain,Normal
1005814750,826,1.04,Female,51,100.0,7.180423,-0.8972892,-8.212847,99.598,99.598,99.598,0.0,0.014,0.002,99.983,0.0,0.0,0.0,0.006,38.871,open,stain,None
1005814750,826,0.8928571428571429,Male,46,99.999,5.791719,2.435781,6.4218473,97.656,97.656,97.656,0.0,0.0,0.0,99.989,0.0,0.009,0.0,0.006,52.155,open,stain,None
1005814750,826,1.0,Male,48,99.993,-10.499555,0.2916386,6.1760445,99.983,99.983,99.983,0.001,0.001,0.001,99.99,0.005,0.001,0.001,0.006,41.286,open,stain,None
1005814750,826,1.1428571428571428,Male,64,99.324,-3.470827,-0.9876364,13.167014,99.51,99.51,99.51,0.001,0.009,0.001,99.928,0.054,0.006,0.001,0.006,61.134,open,stain,None
1005814750,828,1.0,Male,48,0.141,-1.6719184,-0.4935514,-16.300753,37.357,37.357,37.357,0.001,0.001,0.002,1.591,98.4,0.004,0.001,11.455,59.408,close,stain,None
1007601768,82,0.8946877912395154,Female,32,6.343,2.4775555,-1.7848897,-2.4732506,0.36,0.36,0.36,0.003,0.005,0.027,0.012,99.442,0.009,0.502,93.18,54.162,close,stain,Normal
1005814750,830,1.0044843049327354,Male,44,96.3,1.0569649,0.15270017,2.037435,0.419,0.419,0.419,0.001,0.001,0.001,81.627,17.951,0.379,0.039,93.737,61.216,open,health,None
1004626553,832,0.9757281553398058,Female,27,100.0,2.1501887,7.677708,-3.202742,1.023,1.023,1.023,0.003,0.003,0.003,99.875,0.028,0.078,0.011,92.534,63.026,close,health,None
1004626553,834,0.9333333333333333,Female,36,98.147,6.6144795,7.7694087,20.698166,0.033,0.033,0.033,0.0,0.0,0.0,99.704,0.27,0.0,0.024,13.642,81.716,open,health,None
1004626553,835,0.9781818181818182,Female,39,99.431,5.810274,-2.0273073,6.7410183,0.379,0.379,0.379,0.0,0.001,0.0,99.747,0.248,0.004,0.0,87.173,69.616,close,stain,None
2764070,836,0.8960396039603961,Female,38,100.0,9.278519,-24.138163,14.352383,0.364,0.364,0.364,0.945,15.344,0.093,82.577,0.053,0.053,0.935,54.358,60.004,open,health,None
2764070,837,0.9177852348993288,Female,46,87.184,7.1184006,-1.0660964,3.0425982,0.497,0.497,0.497,0.0,0.0,0.001,0.731,99.173,0.023,0.073,91.183,45.612,close,acne,None
1008086508,839,0.9529411764705882,Female,44,99.999,8.86229,-0.973433,-2.037307,0.361,0.361,0.361,0.0,0.0,0.0,99.999,0.0,0.0,0.0,91.246,68.429,open,health,Normal
1008086508,840,0.986013986013986,Female,40,99.977,7.0445356,-9.787948,0.900925,0.365,0.365,0.365,0.001,0.001,0.001,97.924,2.063,0.009,0.001,92.837,53.14,close,acne,Normal
96909227,842,1.0225988700564972,Female,28,5.83,21.295269,-30.215803,18.972544,0.094,0.094,0.094,0.277,0.031,0.042,81.097,18.09,0.068,0.395,9.281,57.323,close,stain,Normal
96909227,843,0.9326923076923077,Female,22,69.052,-3.3771477,9.946552,38.409725,0.109,0.109,0.109,0.037,0.037,0.037,65.184,13.516,21.063,0.126,0.006,82.661,close,health,None
96909227,844,0.9607843137254902,Female,29,96.918,2.0693817,-8.737058,21.735931,0.131,0.131,0.131,0.037,0.064,0.037,62.596,6.024,31.08,0.161,9.967,75.126,close,stain,None
96909227,845,0.9907834101382489,Female,33,14.242,-14.557547,20.985037,38.465942,92.599,92.599,92.599,0.442,11.031,1.868,11.529,46.036,26.074,3.019,0.006,68.386,close,health,None
96909227,846,1.0158730158730158,Female,37,99.804,12.997988,3.6531727,5.548993,1.226,1.226,1.226,0.005,5.535,0.005,93.637,0.102,0.711,0.005,82.963,57.969,close,health,None
96909227,847,0.9607843137254902,Female,31,0.383,1.3251796,-10.647746,14.790527,0.167,0.167,0.167,0.058,0.002,0.002,0.05,99.879,0.002,0.007,59.276,62.905,close,health,None
96909227,848,0.9949748743718593,Female,25,99.693,0.47283608,-5.021653,25.1012,0.032,0.032,0.032,0.004,0.36,0.004,66.632,32.949,0.004,0.049,1.521,63.463,close,stain,Normal
96909227,849,0.7920353982300885,Female,44,86.748,-5.2213454,-30.56959,52.227013,0.27,0.27,0.27,0.124,0.005,0.001,0.016,99.842,0.001,0.011,0.006,57.988,open,stain,None
1004244754,84,0.9557522123893806,Female,65,99.997,3.9449682,-2.6065285,22.780748,0.037,0.037,0.037,0.0,0.0,0.0,99.999,0.0,0.0,0.0,5.866,40.663,open,stain,Normal
96909227,850,1.036734693877551,Female,34,99.962,12.398951,2.6582322,9.262947,0.357,0.357,0.357,0.004,9.064,0.004,89.398,0.009,1.518,0.004,74.714,70.302,close,health,None
1004235312,851,0.9740932642487047,Female,41,97.662,2.660116,11.110804,24.575909,0.045,0.045,0.045,0.002,0.002,0.002,97.075,2.915,0.002,0.002,2.121,77.157,open,health,None
1004235312,852,0.975103734439834,Female,40,95.774,3.3254664,10.7829485,25.392752,0.047,0.047,0.047,0.002,0.002,0.002,98.907,1.081,0.002,0.004,1.174,78.349,open,health,None
1004235312,853,0.8831908831908832,Female,39,7.244,9.134638,-8.627767,1.0091988,1.152,1.152,1.152,0.0,0.0,0.0,0.163,99.74,0.0,0.095,91.62,56.108,open,health,None
1004235312,854,1.0,Female,41,100.0,17.983496,-15.920977,14.723593,0.621,0.621,0.621,0.084,2.566,0.059,96.88,0.059,0.288,0.065,34.556,60.079,open,health,None
1002035369,855,0.9752650176678446,Female,37,99.988,-0.67081934,-10.2427225,15.967989,0.308,0.308,0.308,0.0,0.001,0.0,99.701,0.296,0.0,0.001,51.054,66.054,close,health,None
1002035369,856,0.9759036144578314,Female,54,68.815,1.7266624,0.4587868,-4.48123,0.357,0.357,0.357,0.013,0.016,0.504,96.663,1.162,0.013,1.63,91.695,50.775,close,health,None
1002035369,857,0.9718875502008032,Female,35,99.982,-0.37393835,-10.274682,14.536567,0.322,0.322,0.322,0.0,0.002,0.0,98.815,1.182,0.0,0.0,61.4,66.007,close,health,None
1001190654,858,0.9090909090909091,Female,25,100.0,8.086628,3.4452178,-0.41065744,0.608,0.608,0.608,0.0,0.0,0.0,99.979,0.0,0.0,0.021,92.646,76.566,open,health,None
1001190654,859,0.967479674796748,Female,27,100.0,6.923349,2.501351,-5.682228,0.677,0.677,0.677,0.0,0.0,0.0,100.0,0.0,0.0,0.0,88.139,82.417,open,health,None
1004244754,85,0.8581560283687943,Male,35,0.01,5.053185,-8.440201,-19.264374,0.048,0.048,0.048,0.033,0.033,0.033,0.082,75.339,0.169,24.313,23.05,60.617,open,stain,Normal
1001190654,860,0.9347826086956522,Female,33,100.0,7.366207,1.7937354,-7.230948,28.579,28.579,28.579,0.0,0.002,0.001,99.992,0.0,0.002,0.002,56.563,53.789,open,health,None
1001190654,861,0.9904761904761905,Female,30,97.01,5.0662823,2.7138684,-12.240097,0.415,0.415,0.415,0.0,0.0,0.0,98.243,1.754,0.0,0.003,70.998,79.833,close,health,None
1007494208,862,1.046116504854369,Female,46,99.977,7.039653,-8.21706,3.5879505,2.326,2.326,2.326,0.003,0.201,0.001,99.788,0.004,0.002,0.001,90.052,56.627,close,acne,Normal
1007494208,863,1.034351145038168,Female,46,99.984,6.587206,-7.2540183,3.1164453,16.447,16.447,16.447,0.005,0.655,0.003,99.315,0.01,0.009,0.003,83.206,54.945,close,stain,Normal
1000065286,869,0.989010989010989,Male,41,79.843,4.264749,-0.8671553,0.054031063,0.36,0.36,0.36,0.0,0.0,0.0,0.016,99.984,0.0,0.0,94.122,61.13,close,stain,Normal
1004244754,86,0.9442622950819672,Female,41,100.0,-2.7902424,15.361023,-15.498929,0.125,0.125,0.125,0.006,0.001,0.0,99.994,0.0,0.0,0.0,53.313,60.667,open,health,Normal
1000065286,872,0.9375,Male,39,100.0,6.041003,0.78995067,12.347997,0.114,0.114,0.114,0.0,0.0,0.0,99.999,0.0,0.0,0.0,69.844,57.176,open,stain,Normal
1000065286,873,0.989010989010989,Male,41,79.843,4.264749,-0.8671553,0.054031063,0.36,0.36,0.36,0.0,0.0,0.0,0.016,99.984,0.0,0.0,94.122,61.13,close,stain,Normal
1005031331,874,1.0625,Male,43,82.041,4.6031575,-1.3858037,3.3373976,0.346,0.346,0.346,0.034,0.408,0.078,0.513,87.864,10.903,0.201,91.933,69.351,close,stain,Normal
75423225,875,0.936046511627907,Female,44,100.0,5.0379868,3.3182054,0.2984152,0.451,0.451,0.451,0.0,0.001,0.0,99.999,0.0,0.0,0.0,93.785,60.091,open,health,None
75423225,876,0.9224806201550387,Female,38,98.963,14.687803,-3.2154942,-37.71768,0.592,0.592,0.592,0.006,0.0,0.0,99.993,0.0,0.0,0.0,0.006,70.333,open,health,None
75423225,877,0.9390862944162437,Female,44,100.0,6.577857,3.1222572,0.7619486,0.408,0.408,0.408,0.001,0.011,0.017,99.863,0.001,0.1,0.005,93.074,66.638,open,health,None
75423225,878,0.9398496240601504,Female,41,99.996,6.8309016,1.8087676,-0.5467498,0.365,0.365,0.365,0.003,0.01,0.112,99.87,0.0,0.004,0.0,93.118,73.561,open,health,None
1004244754,87,0.954954954954955,Female,37,100.0,4.000776,-2.7362142,12.68038,0.328,0.328,0.328,0.065,0.662,0.001,99.205,0.001,0.001,0.066,69.744,40.505,open,health,Normal
1004244754,87,0.9574468085106383,Male,28,99.597,0.25693548,-5.2221375,9.362855,0.362,0.362,0.362,0.0,0.0,0.0,32.827,67.172,0.0,0.0,84.068,71.298,close,health,Normal
1005962012,880,1.0093457943925233,Female,27,98.88,5.2041044,-0.047343817,-6.6661463,0.362,0.362,0.362,0.248,0.392,17.427,53.009,0.248,0.575,28.102,87.615,77.227,open,health,None
1005014362,881,0.9333333333333333,Female,34,94.188,0.28591514,3.008503,4.3307686,0.707,0.707,0.707,0.012,0.012,0.012,21.166,77.427,0.016,1.354,92.057,52.595,close,health,None
1005014362,882,0.9539007092198581,Female,27,97.375,-0.013302647,-0.43775788,4.080962,0.352,0.352,0.352,0.149,0.014,0.014,83.993,14.487,0.023,1.321,92.442,61.871,close,stain,None
1005205048,883,1.0517241379310345,Male,26,100.0,6.2646112,-5.649039,13.087073,0.087,0.087,0.087,0.0,0.0,0.0,99.988,0.005,0.007,0.0,65.803,83.944,open,health,None
1005205048,884,1.0784313725490196,Male,32,98.526,6.158445,10.45568,-9.029985,87.78,87.78,87.78,0.001,0.001,0.001,5.436,0.004,94.524,0.032,0.006,65.342,close,health,None
1005205048,884,0.9074074074074074,Female,58,100.0,5.0253544,-3.3467355,3.064173,70.863,70.863,70.863,0.0,0.0,0.0,99.999,0.0,0.001,0.0,0.006,37.449,open,acne,Normal
1005424178,887,0.9473684210526315,Female,30,100.0,7.2836,-12.292167,0.6860242,1.468,1.468,1.468,0.007,0.0,0.002,99.986,0.0,0.0,0.003,92.564,76.55,open,health,None
